team_id,account_id,country_code,fantasy_role,full_history_time,is_pro,last_login,last_match_time,loccountrycode,is_locked,locked_until,name,team_name,team_last_match_time,losses,rating,wins,team_games_played,team_wins,is_current_team_member,mmr_estimate
6208885,311236557,,1,2016-09-06T15:49:16.999Z,True,2016-09-06T15:47:21.761Z,2019-05-12T16:27:16.000Z,UA,True,,orb1t,NU Esports,,,,,,,,6386
2586976,311360822,au,1,2019-07-12T15:43:32.529Z,True,2017-09-29T18:09:00.352Z,2019-07-20T16:38:48.000Z,AU,True,,ana,OG,1561718859.0,296.0,1389.91,515.0,305.0,186.0,True,6040
5242529,314584168,bg,2,,True,2018-01-24T23:17:18.104Z,2019-07-03T15:26:30.000Z,,True,,CTOMAHEH1,Unchained Esports,1555681006.0,38.0,1107.72,57.0,83.0,51.0,True,5220
1366506,315657960,,1,2019-07-18T00:51:27.521Z,True,,2019-07-12T22:53:22.000Z,JP,True,,mason,Black Sheep!,,,,,,,,6814
6167396,316217576,ph,3,,True,,2019-07-05T12:29:14.000Z,,True,,bhm,Tamago,,,,,,,,6581
2578382,316484103,,0,2019-07-01T22:20:37.535Z,True,,2019-07-20T16:55:13.000Z,RU,True,,Bogdan Abuladze,Yellow Submarine!,,,,,,,,5243
6877437,317465426,ph,1,2017-12-12T15:56:31.018Z,True,2017-04-28T14:16:30.243Z,2019-07-06T02:01:47.000Z,GB,True,,Scarlet*,Abyss,,,,,,,,5986
6406681,317814449,,1,2019-02-11T07:43:39.812Z,True,2019-05-03T19:13:19.292Z,2019-07-20T15:23:20.000Z,NL,True,,tatakae,Imperial Pro Gaming,,,,,,,,6245
6953913,317880638,md,2,,True,2017-12-24T16:16:34.384Z,2019-05-16T16:48:06.000Z,SE,True,,Save-,FlyToMoon,,,,,,,,7056
6187657,323792491,,2,2019-02-10T20:28:03.244Z,True,,2019-07-20T12:47:53.000Z,PH,True,,Rr,Neon Esports,1563626873.0,86.0,1115.8,143.0,104.0,69.0,True,6288
